X,Y,label,B1,B2,B3,B4,B5,B6,B7,DEM,NDVI,NDWI
139,155,7,493.5,2429.5,299.0,608.0,2051.5,1506.0,703.0,30,0.662,-0.6
77,139,7,285.0,3107.0,153.0,456.0,3110.0,1881.0,794.0,320,0.832,-0.744
24,127,7,325.0,2820.5,239.5,470.5,2942.0,1860.0,793.5,405,0.793,-0.714
140,167,7,482.0,2743.5,253.0,541.0,2450.0,1370.0,677.5,92,0.701,-0.671
66,106,7,376.5,2800.5,224.0,525.0,2832.0,1955.0,654.0,159,0.763,-0.684
77,130,7,364.0,2876.0,212.0,536.0,2734.0,1517.0,642.0,301,0.775,-0.686
60,35,7,452.0,2848.0,307.0,562.0,2519.0,1525.0,690.0,68,0.726,-0.67
88,42,7,488.0,2874.5,313.0,603.5,2592.5,1921.0,858.5,41,0.71,-0.653
57,68,7,710.0,2794.5,397.0,751.5,2383.0,1692.0,1007.5,39,0.595,-0.576
66,89,7,365.0,2914.5,227.5,504.5,2679.5,1553.0,628.0,97,0.777,-0.705
83,120,7,365.5,2935.0,214.0,517.0,2848.0,1440.5,666.0,307,0.779,-0.7
44,29,7,365.0,2942.0,231.5,499.5,2559.0,1855.5,601.0,93,0.779,-0.71
56,145,7,342.5,3248.0,163.0,527.5,3066.5,2222.5,912.0,223,0.809,-0.721
113,154,7,355.0,3250.0,206.0,551.0,3247.5,2146.0,809.0,487,0.803,-0.71
61,167,7,351.0,3577.0,179.0,535.0,3332.0,2304.0,961.0,334,0.821,-0.74
114,134,7,481.0,2962.0,319.0,634.0,2675.0,1984.0,858.0,53,0.721,-0.647
49,106,7,323.5,3503.5,174.5,513.0,3270.0,2322.0,926.0,516,0.831,-0.745
56,10,7,606.0,2588.0,439.0,636.5,2478.0,1926.0,793.5,25,0.621,-0.605
198,130,7,782.0,2759.0,480.0,815.0,2748.0,1959.0,1226.0,9,0.558,-0.544
44,152,7,343.5,2988.5,185.5,491.0,2785.0,1493.5,787.5,234,0.794,-0.718
157,159,7,728.0,2717.5,384.5,787.0,2669.0,2162.0,1325.5,20,0.577,-0.551
220,83,7,703.0,2622.5,421.5,742.0,2351.0,1692.5,945.5,14,0.577,-0.559
49,11,7,525.0,2851.0,394.0,618.0,2561.0,1635.0,757.5,103,0.689,-0.644
55,146,7,293.5,3117.0,142.0,460.5,2872.5,2174.0,886.0,380,0.828,-0.743
7,104,7,288.5,3003.5,222.5,475.5,3017.0,1891.5,705.0,344,0.825,-0.727
64,170,7,404.0,3315.5,244.5,547.0,2997.5,1890.0,898.5,264,0.783,-0.717
25,39,7,387.0,2556.0,281.0,516.0,2541.0,2093.0,565.0,129,0.737,-0.664
81,173,7,287.0,3046.0,195.0,415.0,2761.0,1782.0,763.0,616,0.828,-0.76
50,34,7,353.5,2984.5,228.5,460.5,2490.0,1258.0,491.0,42,0.788,-0.733
69,16,7,481.0,2645.0,310.0,547.0,2357.0,1433.0,602.0,69,0.692,-0.657
82,157,7,401.0,3250.0,239.0,589.0,3174.0,2159.5,886.0,83,0.78,-0.693
61,114,7,303.5,3246.0,163.5,511.0,3329.0,2306.0,986.0,580,0.829,-0.728
36,99,7,281.0,3020.0,253.0,441.0,2696.0,1398.0,518.0,360,0.83,-0.745
93,26,7,554.5,2936.5,363.0,648.0,2474.0,1324.0,662.5,32,0.682,-0.638
42,93,7,304.0,2655.0,183.0,416.0,2521.0,1750.5,590.0,221,0.795,-0.729
89,109,7,457.0,3041.0,274.0,613.0,3071.0,1708.0,861.0,47,0.739,-0.664
59,153,7,244.0,2688.0,109.0,429.0,2384.0,1400.5,631.0,599,0.834,-0.725
136,167,7,477.0,2803.0,263.0,548.5,2695.5,1714.5,959.0,88,0.709,-0.673
20,108,7,408.5,3089.5,324.0,623.0,3061.5,1830.5,887.0,252,0.766,-0.664
98,157,7,484.0,3074.0,283.0,604.0,2983.0,1901.5,813.0,167,0.728,-0.672
76,107,7,540.5,2886.0,346.5,660.5,2836.0,1790.0,988.5,52,0.685,-0.628
19,94,7,349.0,3133.0,313.5,512.5,3208.0,1916.0,804.0,204,0.8,-0.719
51,137,7,336.5,2984.0,178.5,502.0,2988.0,1738.5,775.0,241,0.797,-0.712
32,96,7,287.5,2897.0,249.0,452.5,2628.0,1531.0,662.0,633,0.819,-0.73
23,74,7,379.0,3452.0,335.0,540.0,2997.0,1673.5,680.0,252,0.802,-0.729
135,168,7,444.5,2739.0,265.0,557.0,2638.0,1788.0,799.0,79,0.721,-0.662
121,85,7,733.0,2655.0,400.0,753.0,2452.0,1905.0,1099.0,35,0.567,-0.558
27,90,7,427.5,2954.0,368.0,614.0,3062.5,1580.0,914.5,376,0.747,-0.656
60,35,7,452.0,2848.0,307.0,562.0,2519.0,1525.0,690.0,68,0.726,-0.67
48,81,7,606.0,3022.5,364.0,718.0,2795.5,1856.0,1131.5,72,0.666,-0.616
43,158,7,253.5,3310.0,120.5,460.0,3179.5,2117.0,790.0,601,0.858,-0.756
29,68,7,228.0,2918.0,205.5,375.5,2597.0,1525.0,529.0,414,0.855,-0.772
21,70,7,209.0,2165.0,213.0,340.0,2200.0,2631.0,485.0,644,0.824,-0.729
49,103,7,308.5,2872.5,160.0,400.5,2575.0,1455.5,717.0,519,0.806,-0.755
31,148,7,415.5,2930.5,303.5,573.0,2758.0,1529.0,801.5,227,0.752,-0.673
72,28,7,468.0,2884.0,317.0,562.0,2644.0,1692.0,828.0,144,0.721,-0.674
38,150,7,380.0,2943.0,242.0,534.0,2748.0,2089.0,798.0,310,0.771,-0.693
88,133,7,478.0,2969.0,282.0,602.0,2986.0,1837.0,876.0,69,0.723,-0.663
141,135,7,689.5,3035.5,380.5,754.5,2859.0,1880.0,1144.5,37,0.63,-0.602
76,57,7,469.0,2635.0,313.0,565.0,2375.0,1579.0,723.0,67,0.698,-0.647
22,64,7,199.0,2469.0,161.0,334.0,2377.0,1231.0,473.0,705,0.851,-0.762
33,93,7,340.0,3034.0,296.0,457.0,2630.0,1352.0,630.0,265,0.798,-0.738
93,126,7,438.5,2881.5,249.5,501.5,2655.5,1743.0,741.5,142,0.736,-0.704
82,37,7,576.0,2751.0,413.0,653.0,2573.0,1648.0,844.0,32,0.654,-0.616
17,134,7,240.0,2588.0,167.0,373.0,2589.5,1534.0,549.5,1027,0.83,-0.748
8,102,7,455.0,2980.0,323.0,586.0,2759.0,1890.0,835.0,298,0.735,-0.671
77,46,7,372.5,2856.5,262.5,490.5,2456.0,1817.0,564.0,67,0.769,-0.707
20,83,7,330.5,2859.5,289.5,438.0,2601.0,1974.5,606.0,466,0.793,-0.734
114,142,7,568.0,3001.0,334.0,680.0,2839.0,1702.0,1008.0,80,0.682,-0.631
80,168,7,275.0,3133.0,155.0,460.0,3052.0,1858.0,870.0,428,0.839,-0.744
83,132,7,470.0,2916.0,279.0,580.0,2687.0,1629.5,928.0,105,0.722,-0.668
28,137,7,252.0,2302.0,179.0,369.5,2407.5,1827.0,584.0,458,0.803,-0.723
27,80,7,358.0,2972.0,330.5,492.5,2816.5,1589.0,631.5,129,0.785,-0.716
71,8,7,517.0,2948.0,342.0,616.0,2590.0,1553.0,736.0,39,0.702,-0.654
24,97,7,300.0,3199.0,260.0,482.0,3015.0,1845.5,668.5,429,0.829,-0.738
72,150,7,455.0,3230.0,250.0,632.0,3199.0,2163.0,1045.0,181,0.753,-0.673
46,100,7,236.0,3011.0,139.0,387.5,2724.5,1419.0,610.5,493,0.855,-0.772
17,113,7,452.0,3069.0,333.0,623.0,3038.0,2395.0,1049.0,214,0.743,-0.663
71,155,7,458.0,3353.0,246.0,630.0,3377.0,2045.0,1052.0,126,0.76,-0.684
115,152,7,326.0,3253.0,211.0,489.0,3160.0,1754.0,742.0,347,0.818,-0.739
117,151,7,203.0,2480.0,104.0,340.0,2359.0,677.5,611.0,912,0.849,-0.759
195,247,7,553.0,2154.0,309.0,664.0,2106.0,1175.5,575.0,61,0.591,-0.529
124,135,7,492.0,2213.0,328.0,619.0,2331.0,1602.0,796.0,48,0.636,-0.563
19,107,7,392.5,2983.0,304.5,573.0,3015.0,1592.0,861.0,360,0.767,-0.678
66,24,7,517.0,2873.0,373.0,642.0,2779.0,1662.0,898.0,53,0.695,-0.635
51,88,7,762.0,2757.0,439.0,784.0,2578.0,1800.0,1122.0,72,0.567,-0.557
36,48,7,373.0,2740.0,266.0,526.0,2643.0,1803.5,683.0,152,0.76,-0.678
46,83,7,619.0,2863.0,365.0,726.0,2662.0,2094.0,1209.0,72,0.644,-0.595
134,149,7,544.0,2487.0,335.0,632.0,2187.0,1306.0,763.0,58,0.641,-0.595
28,73,7,241.0,2892.0,250.0,398.0,2630.0,1474.0,549.0,526,0.846,-0.758
48,155,7,350.0,3129.0,183.5,493.0,3129.0,1810.0,844.0,501,0.799,-0.728
21,106,7,610.0,2711.0,404.0,663.0,2655.0,1784.0,1022.0,181,0.633,-0.607
82,131,7,496.0,2999.0,295.0,611.5,2857.0,1488.5,874.0,91,0.716,-0.661
28,42,7,372.0,2718.5,294.5,537.0,2448.5,1487.5,685.5,118,0.759,-0.67
9,109,7,329.0,2805.0,257.0,462.0,2735.0,1700.0,721.0,401,0.79,-0.717
28,41,7,368.0,2641.0,296.0,527.0,2323.0,1485.0,595.0,97,0.755,-0.667
80,141,7,272.0,3333.5,154.5,441.0,3171.5,1999.0,767.0,511,0.849,-0.766
33,90,7,472.0,3281.0,372.5,642.0,3114.0,1642.0,888.0,189,0.748,-0.673
105,176,7,428.0,2991.0,287.0,551.0,2708.0,1702.0,659.0,82,0.75,-0.689
51,39,7,368.5,2935.0,230.0,487.0,2557.5,1372.0,558.5,100,0.777,-0.715
43,50,7,439.5,2797.5,294.0,560.0,2479.5,1474.0,692.0,66,0.728,-0.666
41,50,7,391.5,2691.0,266.5,520.0,2401.5,1345.0,619.5,56,0.746,-0.676
145,139,7,661.0,2784.0,386.5,747.5,2616.0,1791.0,1287.5,36,0.616,-0.577
52,21,7,474.0,2794.0,337.0,606.0,2602.0,1510.0,856.0,74,0.71,-0.644
12,116,7,335.0,2739.0,244.0,486.0,2563.0,1593.0,708.0,352,0.782,-0.699
32,70,7,282.0,2944.5,228.0,416.0,2606.0,1577.0,568.0,304,0.825,-0.752
86,155,7,358.5,3036.0,215.5,544.5,3054.5,2135.0,808.5,131,0.789,-0.696
45,140,7,403.0,2960.0,216.0,545.0,3068.0,1966.0,927.0,217,0.76,-0.689
69,96,7,335.0,2864.0,213.0,514.0,2620.0,1720.5,693.0,280,0.791,-0.696
112,143,7,484.0,2968.0,309.5,641.0,2868.5,2079.5,932.0,92,0.72,-0.645
47,30,7,446.0,2914.0,327.0,589.0,2598.0,1438.0,658.0,62,0.735,-0.664
99,44,7,567.5,2824.0,370.0,641.0,2567.0,1607.0,757.5,42,0.665,-0.63
22,43,7,400.5,2861.0,320.5,535.0,2459.0,1363.0,558.0,119,0.754,-0.685
20,53,7,392.0,2638.0,266.0,481.0,2424.0,1350.0,614.0,86,0.741,-0.692
43,147,7,340.5,3046.5,168.0,506.0,3052.5,1694.5,900.5,177,0.799,-0.715
199,250,7,337.0,2559.0,187.0,517.0,2306.0,1873.0,614.0,56,0.767,-0.664
41,95,7,259.5,3056.5,195.5,449.0,2836.5,1738.0,689.5,275,0.843,-0.744
66,177,7,258.0,2822.0,189.0,405.0,2640.0,1395.0,640.0,389,0.832,-0.749
28,120,7,609.0,3016.0,406.0,735.0,2996.0,2318.0,1109.0,168,0.664,-0.608
29,66,7,338.5,2749.0,304.0,487.5,2450.0,1277.0,550.5,251,0.781,-0.699
49,9,7,524.0,2604.5,382.5,596.0,2458.5,1560.0,852.0,130,0.665,-0.628
36,93,7,415.0,3142.0,337.0,574.0,3093.0,1927.0,930.0,240,0.767,-0.691
51,129,7,432.0,3290.5,242.0,601.0,3174.5,2280.0,996.5,76,0.768,-0.691
56,83,7,527.0,2858.0,283.0,594.0,2797.0,1949.0,853.0,75,0.689,-0.656
90,179,7,301.0,3120.0,255.5,475.0,2726.5,1862.0,597.0,240,0.824,-0.736
2,90,7,260.0,2635.0,200.0,398.0,2643.0,1903.5,661.0,680,0.82,-0.738
26,151,7,263.0,2448.0,154.0,431.0,2237.0,1547.0,547.0,724,0.806,-0.701
135,172,7,279.0,2758.0,180.0,440.0,2517.0,1779.0,569.0,400,0.816,-0.725
14,124,7,457.0,2758.0,288.0,562.0,2942.0,1778.0,870.0,392,0.716,-0.661
26,57,7,487.0,2802.0,350.0,582.0,2565.0,1529.0,718.0,58,0.704,-0.656
53,40,7,377.5,2987.5,252.5,499.5,2602.0,1446.0,629.5,85,0.776,-0.714
60,105,7,373.0,2968.5,231.0,544.5,2903.0,2137.0,811.0,135,0.777,-0.69
96,151,7,486.0,2951.0,273.0,597.0,2646.0,1439.5,723.0,179,0.717,-0.663
57,101,7,520.0,3001.0,273.0,637.0,2808.0,2184.0,892.0,165,0.705,-0.65
39,78,7,282.0,2831.0,214.0,411.0,2361.0,1242.0,518.0,102,0.819,-0.746
23,66,7,226.0,2631.5,209.0,370.5,2446.5,1321.0,522.5,382,0.842,-0.753
88,164,7,316.0,3123.0,178.0,469.0,3140.0,1865.0,703.0,200,0.816,-0.739
86,148,7,217.0,3535.0,114.0,398.0,3378.0,2038.0,902.0,684,0.884,-0.798
68,159,7,367.5,3233.5,196.5,533.0,3038.5,2367.0,934.0,176,0.796,-0.717
218,99,7,418.0,2299.0,269.0,529.5,2277.5,1638.0,737.5,108,0.692,-0.626
93,175,7,383.0,3070.0,241.0,546.0,2965.0,1951.0,894.0,92,0.778,-0.698
85,153,7,317.5,3462.5,184.0,505.0,3402.0,2067.0,870.0,265,0.832,-0.745
43,87,7,446.0,2805.0,238.0,538.0,2462.0,1464.0,739.0,100,0.726,-0.678
35,131,7,365.0,2873.0,263.0,554.5,2975.0,1983.0,890.0,248,0.775,-0.676
74,115,7,468.0,3143.0,285.0,598.0,2865.0,1745.0,804.0,52,0.741,-0.68
42,101,7,228.0,3179.0,135.0,375.0,3022.0,1845.0,679.0,394,0.866,-0.789
94,44,7,626.0,2877.5,374.5,661.0,2535.5,1825.0,786.0,34,0.643,-0.626
50,90,7,541.0,3116.0,314.0,672.0,2713.0,1763.0,937.0,83,0.704,-0.645
50,103,7,373.5,2738.0,198.5,418.5,2524.5,1422.0,734.5,420,0.76,-0.735
213,87,7,606.0,2841.0,352.0,707.0,2788.0,1728.0,993.0,103,0.648,-0.601
16,134,7,250.5,2598.0,167.0,365.5,2516.0,1436.5,542.5,1127,0.824,-0.753
125,155,7,298.0,3056.5,180.0,424.5,2704.5,1332.0,555.5,156,0.822,-0.756
90,130,7,377.0,3008.0,233.0,529.0,2971.0,1605.0,730.0,108,0.777,-0.701
74,141,7,396.5,2883.5,230.5,574.0,2964.5,1319.0,791.0,175,0.758,-0.668
129,160,7,355.0,2958.5,202.5,475.5,2730.5,1519.0,734.0,134,0.786,-0.723
103,71,7,636.0,2776.5,352.0,695.5,2583.0,2099.0,1223.0,41,0.627,-0.599
65,105,7,365.0,2945.0,212.0,536.0,2792.0,1662.5,720.0,189,0.779,-0.692
76,58,7,602.0,2710.5,374.5,678.0,2589.0,1702.0,972.5,41,0.637,-0.6
72,106,7,365.0,3009.0,225.0,536.0,2710.0,1471.0,607.0,213,0.784,-0.698
25,106,7,539.5,3229.5,391.0,697.0,3150.0,1966.5,1038.5,172,0.714,-0.645
11,101,7,366.0,2915.0,267.0,554.0,2778.0,1970.0,666.0,404,0.777,-0.681
93,136,7,496.0,3072.0,301.0,621.0,3086.0,1963.0,893.0,104,0.722,-0.664
221,162,7,713.0,1330.0,476.0,664.0,1268.0,1196.0,939.0,21,0.302,-0.334
16,128,7,276.0,2275.5,177.0,374.5,2146.5,897.5,448.0,724,0.784,-0.717
2,90,7,260.0,2635.0,200.0,398.0,2643.0,1903.5,661.0,706,0.82,-0.738
77,177,7,242.0,2780.0,194.0,385.0,2747.0,1513.5,595.0,612,0.84,-0.757
102,181,7,497.0,3078.0,369.0,635.5,2732.5,1759.5,801.5,66,0.722,-0.658
35,153,7,255.5,2295.5,146.0,383.5,2220.0,1253.0,483.5,820,0.8,-0.714
90,127,7,303.0,2962.0,177.0,463.0,2686.0,1779.0,614.0,348,0.814,-0.73
29,134,7,350.5,2694.5,250.0,485.0,2726.0,1710.0,623.5,455,0.77,-0.695
76,120,7,589.0,3143.0,367.0,732.0,2939.0,2201.5,1110.0,50,0.684,-0.622
140,174,7,359.0,2563.0,202.0,445.5,2203.5,1453.0,565.5,157,0.754,-0.704
195,249,7,431.5,2315.5,232.5,631.5,2338.0,1828.5,547.5,135,0.686,-0.571
42,57,7,417.0,2831.0,258.0,530.0,2439.0,1396.0,667.0,46,0.743,-0.685
40,16,7,512.0,3173.0,382.0,676.0,2991.0,2168.5,984.0,51,0.722,-0.649
80,165,7,276.0,2999.0,154.0,482.0,2889.0,2104.0,784.0,542,0.831,-0.723
62,45,7,481.0,2873.0,332.0,592.0,2549.0,1849.0,649.0,44,0.713,-0.658
13,93,7,350.0,3110.0,265.0,503.0,3150.0,2341.5,721.0,452,0.798,-0.722
146,154,7,543.0,2129.0,324.0,705.0,2452.0,1698.0,1019.0,9,0.594,-0.502
69,36,7,346.0,3174.0,266.0,498.0,2877.0,2019.0,621.0,135,0.803,-0.729
3,90,7,262.0,2627.5,200.5,396.5,2693.5,2035.0,693.5,591,0.819,-0.738
115,143,7,432.0,3048.5,251.5,563.0,2989.5,2112.0,859.0,166,0.752,-0.688
127,160,4,340.5,2900.0,192.0,503.5,2832.5,1486.5,713.5,112,0.79,-0.704
96,57,4,492.0,3050.0,254.0,583.0,2832.0,1683.0,821.0,61,0.722,-0.679
65,169,4,446.5,3441.0,258.0,604.0,3092.5,1890.0,964.5,191,0.77,-0.701
98,159,4,393.5,3016.5,244.5,542.0,3009.0,1806.0,791.5,127,0.769,-0.695
67,143,4,470.0,2868.0,243.0,599.0,2718.0,1759.0,844.0,81,0.718,-0.654
136,137,4,555.0,2530.5,348.5,648.0,2546.5,1752.5,952.0,35,0.64,-0.592
54,102,4,433.0,2825.0,245.5,549.5,2557.0,1606.0,711.5,125,0.734,-0.674
52,157,4,357.0,3302.0,199.0,554.0,3242.0,2401.0,1038.0,372,0.805,-0.713
64,145,4,440.0,3170.5,254.0,601.0,3073.0,2174.0,924.0,103,0.756,-0.681
86,55,4,428.0,2868.0,264.0,541.0,2612.0,1848.0,705.0,60,0.74,-0.683
95,113,4,571.5,2965.5,302.5,647.0,2723.0,1666.0,841.0,36,0.677,-0.642
11,132,4,439.0,3132.0,311.0,586.0,3132.0,2082.0,891.0,935,0.754,-0.685
84,172,4,420.5,3106.0,279.0,578.5,2953.5,1954.0,923.5,261,0.762,-0.686
71,173,4,414.0,3463.0,287.0,601.0,3312.0,2311.0,1033.0,342,0.786,-0.704
126,151,4,515.5,3012.5,293.5,624.5,2799.5,1919.0,1073.0,77,0.708,-0.657
87,122,4,406.5,2900.5,222.5,526.0,2813.0,2136.0,764.5,221,0.754,-0.693
52,114,4,510.0,2900.0,281.0,612.0,2809.0,1883.0,879.0,150,0.701,-0.651
74,151,4,477.0,3236.0,265.0,619.0,2999.0,1819.0,869.0,105,0.743,-0.679
52,110,4,437.5,3008.5,245.5,573.5,2750.0,1790.0,879.0,205,0.746,-0.68
72,144,4,474.5,3066.0,259.5,620.0,3046.5,1956.0,866.5,79,0.732,-0.664
48,122,4,535.0,3188.0,289.0,676.0,3092.0,2272.5,1083.0,73,0.713,-0.65
61,111,4,405.0,3029.0,213.0,573.0,2947.0,2048.0,870.0,183,0.764,-0.682
47,128,4,420.5,3125.5,226.0,561.5,3144.0,1947.0,926.5,79,0.763,-0.695
91,118,4,490.0,3003.0,293.0,659.0,2815.0,1876.0,906.0,166,0.719,-0.64
87,126,4,408.0,2807.0,245.0,520.0,2773.0,1684.5,794.0,255,0.746,-0.687
9,87,4,457.0,3128.5,343.0,647.0,3227.5,2368.5,910.0,359,0.745,-0.657
76,153,4,387.0,3274.0,223.0,575.0,3080.0,1935.5,874.0,124,0.789,-0.701
26,87,4,453.0,3197.0,330.5,548.5,2862.5,1572.0,735.0,313,0.752,-0.707
61,110,4,553.0,3018.0,315.0,682.0,2968.0,1967.5,952.0,170,0.69,-0.631
59,30,4,461.0,2887.0,330.0,601.0,2744.0,1500.0,808.0,46,0.725,-0.655
72,165,4,397.0,3438.0,227.0,625.0,3450.0,2475.0,1063.0,232,0.793,-0.692
84,152,4,335.0,3369.0,198.0,540.0,3384.0,1594.0,920.0,190,0.819,-0.724
36,140,4,415.5,2761.5,300.5,587.0,2965.0,1759.0,882.0,142,0.738,-0.649
210,79,4,549.0,2982.0,311.0,617.0,2647.0,2047.5,860.0,23,0.689,-0.657
65,97,4,470.0,2803.0,265.0,559.0,2640.0,1912.0,805.0,62,0.713,-0.667
51,143,4,291.0,2912.0,154.0,457.0,2594.0,1352.5,691.0,208,0.818,-0.729
59,150,4,304.0,2961.5,161.0,426.5,2716.5,1711.0,704.0,310,0.814,-0.748
52,155,4,492.0,3060.0,273.0,605.0,3214.0,2403.0,1056.0,232,0.723,-0.67
57,160,4,507.5,3139.5,283.5,646.0,2945.0,1905.0,1042.0,171,0.722,-0.659
65,117,4,578.0,3135.0,333.0,729.0,3111.0,2366.0,1075.0,64,0.689,-0.623
69,133,4,657.0,3022.0,354.0,769.0,2828.0,2183.0,1026.0,45,0.643,-0.594
51,142,4,355.5,2900.5,187.0,497.5,2776.5,1698.0,717.0,194,0.782,-0.707
36,82,4,391.0,3246.5,313.5,517.5,3064.5,1782.0,733.0,432,0.785,-0.725
48,105,4,350.0,3421.0,198.0,527.0,3337.0,2333.0,860.0,335,0.814,-0.733
94,146,4,531.0,2910.0,308.0,657.0,2800.0,2016.5,1005.0,61,0.691,-0.632
72,137,4,599.0,3150.5,332.0,712.0,2879.0,2127.5,1009.0,71,0.68,-0.631
56,125,4,429.0,3330.0,242.0,591.0,3084.0,2238.0,982.0,83,0.772,-0.699
82,111,4,569.0,3129.0,336.0,695.0,2737.0,1736.5,1003.0,60,0.692,-0.637
34,92,4,417.0,3186.0,343.0,643.5,3166.0,2334.0,916.5,179,0.769,-0.664
45,119,4,486.5,3292.0,265.5,651.0,3133.0,2306.0,991.0,64,0.742,-0.67
141,142,4,705.0,2743.0,407.0,757.0,2675.0,1868.0,1167.0,17,0.591,-0.567
49,93,4,429.0,2970.0,260.0,573.0,2854.0,1431.0,803.0,87,0.748,-0.677
21,53,4,399.0,2796.0,266.0,498.0,2581.0,1418.5,665.0,85,0.75,-0.698
139,142,4,658.0,2822.0,386.0,741.0,2674.5,1862.0,1313.5,37,0.622,-0.584
140,142,4,672.5,2775.0,406.0,783.0,2605.5,2067.0,1378.0,15,0.61,-0.56
54,118,4,493.5,3043.0,264.5,624.0,2841.0,2105.5,1032.0,193,0.721,-0.66
91,140,4,579.0,2908.0,310.5,672.5,2638.0,1746.0,919.0,51,0.668,-0.624
137,147,4,580.0,2602.0,346.0,712.0,1537.0,1173.5,635.0,34,0.635,-0.57
54,125,4,473.0,3407.0,256.0,640.0,3250.0,2264.5,1048.5,108,0.756,-0.684
43,120,4,444.0,2806.0,243.0,571.0,2820.0,1466.0,852.0,55,0.727,-0.662
59,155,4,349.0,3394.0,186.5,562.5,3292.0,2019.0,994.5,364,0.814,-0.716
45,63,4,583.0,2970.0,350.0,695.5,2706.5,1689.5,987.0,33,0.672,-0.621
112,141,4,487.0,2892.5,305.0,615.5,2901.0,2150.5,1042.5,83,0.712,-0.649
59,132,4,532.0,3144.0,306.0,649.0,2907.0,2310.5,1054.0,54,0.711,-0.658
148,169,4,606.5,2619.5,331.5,692.5,2371.5,1647.0,915.5,41,0.624,-0.582
78,136,4,441.0,2813.0,235.0,566.0,2828.0,1922.0,827.0,154,0.729,-0.665
112,151,4,448.0,3176.0,255.0,609.5,3302.5,2324.0,954.0,233,0.753,-0.678
21,105,4,649.0,2777.0,422.0,723.0,2665.0,1838.0,1085.0,132,0.621,-0.587
99,60,4,557.0,2899.0,297.0,645.0,2766.0,1759.5,955.0,25,0.678,-0.636
52,139,4,463.5,3038.5,249.0,597.5,3231.0,2274.0,1017.5,135,0.735,-0.671
45,83,4,512.0,2863.0,316.0,648.0,2652.0,1880.5,1110.0,73,0.697,-0.631
73,148,4,442.0,3339.0,246.0,615.0,3277.0,2114.5,956.0,112,0.766,-0.689
54,135,4,444.0,3327.5,241.5,614.5,3260.0,2158.0,973.5,95,0.765,-0.688
82,166,4,334.0,3060.0,179.0,516.0,2917.0,2039.5,905.0,338,0.803,-0.711
132,155,4,605.0,2992.5,332.0,719.5,2907.0,1819.5,1082.5,90,0.664,-0.612
151,154,4,647.0,2700.0,344.0,670.0,2657.0,1720.0,1183.0,15,0.613,-0.602
71,168,4,437.0,3481.0,244.0,595.0,3161.0,2140.5,966.0,151,0.777,-0.708
55,131,4,525.0,3119.0,284.0,657.0,3148.0,2394.0,1114.0,83,0.712,-0.652
12,108,4,397.0,3228.0,303.0,598.0,3251.0,1568.0,940.0,317,0.781,-0.687
55,99,4,587.0,3023.0,320.0,658.0,3002.0,2078.0,961.0,120,0.675,-0.642
60,127,4,480.0,3035.0,276.0,567.0,2913.0,1850.5,868.0,53,0.727,-0.685
50,157,4,302.0,2997.0,165.0,443.0,2744.0,1497.0,728.0,372,0.817,-0.742
87,157,4,336.0,3188.0,205.0,549.0,3217.0,2129.5,781.0,159,0.809,-0.706
83,37,4,615.0,2751.0,419.0,665.0,2573.0,1679.5,903.0,36,0.635,-0.611
83,164,4,415.0,3124.0,247.0,562.0,2936.0,1987.0,910.0,111,0.765,-0.695
88,63,4,567.0,3008.0,322.0,696.0,2801.0,2129.0,1007.0,45,0.683,-0.624
86,155,4,358.5,3036.0,215.5,544.5,3054.5,2135.0,808.5,123,0.789,-0.696
11,87,4,478.0,3342.5,356.5,707.5,3376.0,2487.0,1115.0,274,0.75,-0.651
92,98,4,498.0,2739.0,308.0,632.0,2387.0,1601.0,856.0,28,0.692,-0.625
29,128,4,438.0,2894.0,310.5,604.0,2939.0,2123.0,976.0,337,0.737,-0.655
71,148,4,454.0,3204.5,239.5,613.0,3086.0,2293.5,981.5,104,0.752,-0.679
73,63,4,542.0,2835.0,322.0,628.0,2502.0,1716.0,869.0,40,0.679,-0.637
18,87,4,326.0,3019.0,230.0,498.0,2880.0,1344.0,815.0,581,0.805,-0.717
65,143,4,494.0,3280.0,263.0,661.0,3134.0,2231.0,999.0,57,0.738,-0.665
89,155,4,494.0,3283.5,290.0,658.0,3188.5,2118.5,949.0,169,0.738,-0.666
212,171,1,846.0,2044.0,543.5,798.0,2063.5,1629.0,1412.5,11,0.415,-0.438
178,184,1,892.0,2642.5,531.0,920.0,2402.0,2119.0,1484.0,14,0.495,-0.484
207,150,1,696.0,2527.0,406.0,726.0,2394.0,1840.0,1328.0,12,0.568,-0.554
140,160,1,696.5,2815.5,362.0,738.5,2748.0,1921.0,1001.5,46,0.603,-0.584
280,218,1,929.0,2741.5,489.0,880.5,2832.0,2073.5,1177.5,7,0.494,-0.514
207,145,1,846.0,2114.0,528.0,858.0,2310.0,2018.0,1590.0,19,0.428,-0.423
255,118,1,1007.0,2390.0,592.0,979.0,2519.0,2164.0,1642.0,11,0.407,-0.419
105,100,1,823.0,2542.0,460.0,824.0,1879.0,1544.0,1054.0,25,0.511,-0.51
200,183,1,800.0,2481.5,477.0,845.5,2252.0,1680.0,1060.0,15,0.512,-0.492
224,119,1,925.5,2776.5,540.0,925.0,2911.5,2410.5,1444.0,12,0.5,-0.5
248,152,1,772.0,2979.5,493.5,873.0,2741.5,2157.0,1135.5,10,0.588,-0.547
252,167,1,994.0,2541.0,585.0,944.0,2580.0,2338.0,1324.0,13,0.438,-0.458
